SITE_URL,NAME,DOWNLOAD_URL
https://19.newsdaum.com/,원더우먼 1화,https://asianloadcdn.com/storage-48/af8460e9a4c876c58eb704aa396050d1/EP.1.v4.1639296026.720p.mp4?mac=Efswv%2Bhg903pJg5ektj34QHXEud0HEBvfWD0oczPOzg%3D&vip=1.247.139.28&expiry=1645522949347
https://19.newsdaum.com/,원더우먼 2화,https://asianloadcdn.com/storage-49/af8460e9a4c876c58eb704aa396050d1/EP.2.v4.1639308618.720p.mp4?mac=WNnXI5FUztu3CqqCQjKbu9HAg65pqlku0xAYPlj6W1c%3D&vip=1.247.139.28&expiry=1645522961976
https://19.newsdaum.com/,원더우먼 3화,https://asianloadcdn.com/storage-43/af8460e9a4c876c58eb704aa396050d1/EP.3.v6.1639320088.720p.mp4?mac=wDyyGfQI9SF854P2DfBfijpBHXFelNx6VqOzutG338o%3D&vip=1.247.139.28&expiry=1645523119945
https://19.newsdaum.com/,원더우먼 4화,https://asianloadcdn.com/storage-44/af8460e9a4c876c58eb704aa396050d1/EP.4.v7.1639391733.720p.mp4?mac=imH0dRpTFF5DLUjdX2QKujq91UpWghtl%2FezpiY6mnNU%3D&vip=1.247.139.28&expiry=1645523179106
https://19.newsdaum.com/,원더우먼 5화,https://asianloadcdn.com/storage-43/af8460e9a4c876c58eb704aa396050d1/EP.5.v4.1639323607.720p.mp4?mac=kCvhLV3%2FdO3Kj1Qj91vo74Dw07QFZ5%2FCMSA6QP9FlaY%3D&vip=1.247.139.28&expiry=1645523044922
https://19.newsdaum.com/,불가살 1화,https://asx.evosrv.com/EvoSrv/fKmH4dgt8yPH5fGygyLA.mp4?md5=2bBtDFtT8hbLwKyc8mSlVg&expires=1645528052
https://19.newsdaum.com/,불가살 2화,https://white.evosrv.com/EvoSrv/5hrHYtBuIuiaW0oAA4UX.mp4?md5=EwR7rtbp5PA63JLL3U9rmw&expires=1645528063
https://19.newsdaum.com/,불가살 3화,https://snow.evosrv.com/EvoSrv/jbxfQ1YaC1LDshCV31xe.mp4?md5=XxvhacM5evui_5fg9J8Pig&expires=1645528071
https://19.newsdaum.com/,불가살 4화,https://lera.evosrv.com/EvoSrv/4ez0cljGlEviw7auE3Re.mp4?md5=iCgFAJt8zRjM_It3RHJCPg&expires=1645528083
https://19.newsdaum.com/,불가살 5화,https://ciera.evosrv.com/EvoSrv/7gDwgT5iwDeQzE7Pw6xC.mp4?md5=tJdYuN91uk08gcK1I9aOkg&expires=1645528092
https://19.newsdaum.com/,공작도시 1화,https://luna.evosrv.com/EvoSrv/EHdS7rKSgmTYUC5AiYUL.mp4?md5=bmi0XgLUk7MIYZPmz1UrRg&expires=1645528106
https://19.newsdaum.com/,공작도시 2화,https://xaia.evosrv.com/EvoSrv/aEftBgTioPOJdtnYcyI3.mp4?md5=5rJ338S5Xwi23NJqfUinEg&expires=1645528115
https://19.newsdaum.com/,공작도시 3화,https://luna.evosrv.com/EvoSrv/RMFXHGvT72r3LtpnvHwt.mp4?md5=MOj_bR1iZARQTvjKBB9big&expires=1645528124
https://19.newsdaum.com/,공작도시 4화,https://hera.evosrv.com/EvoSrv/WqhAtOm63vvm2POWq4Lf.mp4?md5=wbvBKoTE0G9khJBdOgxjFg&expires=1645528133
https://19.newsdaum.com/,공작도시 5화,https://luna.evosrv.com/EvoSrv/L1bohuirrsNIzutqKx0J.mp4?md5=zEOVOken0D9d3shoDrdLow&expires=1645528144
https://19.newsdaum.com/,철인왕후 1화,https://asianloadcdn.com/storage-30/bf827bc7196667fb08e4c2a12d7f92ac/EP.1.v0.1639210513.720p.mp4?mac=KLdYp5OmhImVmX6mn%2FiK9%2BBeLkyBLOSuYDl5n%2Fx8aoI%3D&vip=1.247.139.28&expiry=1645523318329
https://19.newsdaum.com/,철인왕후 2화,https://asianloadcdn.com/storage-18/bf827bc7196667fb08e4c2a12d7f92ac/EP.2.v0.1639210206.720p.mp4?mac=n6zisVfbImmqcDD3QfSlO5Wdwk2BSYX99pAWrYWAwT4%3D&vip=1.247.139.28&expiry=1645523346757
https://19.newsdaum.com/,철인왕후 3화,https://asianloadcdn.com/storage-16/bf827bc7196667fb08e4c2a12d7f92ac/EP.3.v0.1639213988.720p.mp4?mac=qRiAYbUQ7WATRl5NXlXlnc4AS%2BelSMNV6UMg637VqXE%3D&vip=1.247.139.28&expiry=1645523378064
https://19.newsdaum.com/,철인왕후 4화,https://asianloadcdn.com/storage-17/bf827bc7196667fb08e4c2a12d7f92ac/EP.4.v0.1639213994.720p.mp4?mac=2CPMbQaroGuWSMnak6uKLb%2FFcB8EtwjxKLj49RAkGaM%3D&vip=1.247.139.28&expiry=1645523312240
https://19.newsdaum.com/,철인왕후 5화,https://asianloadcdn.com/storage-12/bf827bc7196667fb08e4c2a12d7f92ac/EP.5.v0.1639217533.720p.mp4?mac=xVAICF7z4JpqX5fQzBoTFAGJE1vvXuKbjTlRWdrdpGg%3D&vip=1.247.139.28&expiry=1645523381785
https://19.newsdaum.com/,스타트업 1화,https://asianloadcdn.com/storage-48/decf7910ffd042cc271864ed74248f33/EP.1.v1.1639278738.720p.mp4?mac=gskce4CX5TGLZYh70tWgKSw08CxXDmX%2B7oHWTp%2Fa2SI%3D&vip=1.247.139.28&expiry=1645523141879
https://19.newsdaum.com/,스타트업 2화,https://asianloadcdn.com/storage-49/decf7910ffd042cc271864ed74248f33/EP.2.v1.1639324507.720p.mp4?mac=H0V2pmaLe4oK89%2B6%2FPgqYhbS0s6wkqsq9AmSi0leq1Q%3D&vip=1.247.139.28&expiry=1645523428063
https://19.newsdaum.com/,스타트업 3화,https://asianloadcdn.com/storage-29/decf7910ffd042cc271864ed74248f33/EP.3.v0.1639233305.720p.mp4?mac=Fn4UCnKgK7KWc52fw13mhcLo%2FZ39YbqxwXfz6LhnoHc%3D&vip=1.247.139.28&expiry=1645523148210
https://19.newsdaum.com/,스타트업 4화,https://asianloadcdn.com/storage-27/decf7910ffd042cc271864ed74248f33/EP.4.v0.1639238636.720p.mp4?mac=Y%2Bxha3wppVm05Hn5tZChWMA39pVW9t5V9ntXyRYtxek%3D&vip=1.247.139.28&expiry=1645523343229
https://19.newsdaum.com/,스타트업 5화,https://asianloadcdn.com/storage-29/decf7910ffd042cc271864ed74248f33/EP.5.v0.1639249529.720p.mp4?mac=L4HD3sat7uNJOndAdaz1frhe4piS%2FiM92UKFE4VRPHo%3D&vip=1.247.139.28&expiry=1645523260502
https://19.newsdaum.com/,구미호뎐 1화,https://asianloadcdn.com/storage-22/71524f9883495ab749367e8043d5e27b/EP.1.v0.1639214113.720p.mp4?mac=NTzbIKjG1zkAebIL%2BG%2FlUOt9SG8RWzDJfV5AlRvogKw%3D&vip=1.247.139.28&expiry=1645523276029
https://19.newsdaum.com/,구미호뎐 2화,https://asianloadcdn.com/storage-23/71524f9883495ab749367e8043d5e27b/EP.2.v0.1639215095.720p.mp4?mac=f6fBIQLeW4kOU3LwwV%2BTy7Mbbtg6VwbQhzKXTgfvw0U%3D&vip=1.247.139.28&expiry=1645523344229
https://19.newsdaum.com/,구미호뎐 3화,https://asianloadcdn.com/storage-23/71524f9883495ab749367e8043d5e27b/EP.3.v0.1639222103.720p.mp4?mac=UI7pFzTU%2Br%2Bx0QxAvHfzDahRUJ5FBZI32P7AvuPFsyY%3D&vip=1.247.139.28&expiry=1645523227944
https://19.newsdaum.com/,구미호뎐 4화,https://asianloadcdn.com/storage-24/71524f9883495ab749367e8043d5e27b/EP.4.v0.1639224553.720p.mp4?mac=8PX8K%2BhRtzX0mXEtj%2FBZtCDdwBEdqBiVQ9JQPV%2B5jXY%3D&vip=1.247.139.28&expiry=1645523312002
https://19.newsdaum.com/,구미호뎐 5화,https://asianloadcdn.com/storage-23/71524f9883495ab749367e8043d5e27b/EP.5.v0.1639232274.720p.mp4?mac=wRsShKbh0RtPeZQuQHpgrV1ijBgGmLYAhkoYPhttipw%3D&vip=1.247.139.28&expiry=1645523524563
https://19.newsdaum.com/,술꾼도시여자들 1화,https://lia.evosrv.com/EvoStreams/28h5EMlApgDdkXB9NxGs.mp4.mp4?md5=MHn8LBVbaU2r0JSOBcVs_Q&expires=1645528341
https://19.newsdaum.com/,술꾼도시여자들 2화,https://lera.evosrv.com/EvoSrv/rTgp9yL8i6LFsIfveP1L.mp4?md5=0RNi0bckUKIY4eeeyeHYsg&expires=1645528351
https://19.newsdaum.com/,술꾼도시여자들 3화,https://snow.evosrv.com/EvoStreams/6O8EqIXIAPpo0G8V927D.mp4.mp4?md5=D-XGW7pR95xWvh6e_I96lA&expires=1645528361
https://19.newsdaum.com/,술꾼도시여자들 4화,https://muna.evosrv.com/EvoSrv/eJZv0Cl0m383FYF9HmFH.mp4?md5=EE-7_midX4UG5gifnbSMuw&expires=1645528370
https://19.newsdaum.com/,술꾼도시여자들 5화,https://celia.evosrv.com/EvoSrv/FrYnRSZISzhJj9SSg3dp.mp4?md5=YDxTTDkiGZ_i9spUqk_cgw&expires=1645528380
https://19.newsdaum.com/,번외수사 1화,https://asianloadcdn.com/storage-4/6e88a4a6d27360c7b986ae20b0bc0d05/EP.1.v0.1639433997.720p.mp4?mac=MnmD9Vfd5FQG1wSEwtuiAIJBXLSzuVJEVT4509Yo8mc%3D&vip=1.247.139.28&expiry=1645523342835
https://19.newsdaum.com/,번외수사 3화,https://asianloadcdn.com/storage-30/6e88a4a6d27360c7b986ae20b0bc0d05/EP.3.v0.1639685354.720p.mp4?mac=7a7geMt3REjIdzB4rdVYny8zN2qu%2FrMs0u4zuTGzy5g%3D&vip=1.247.139.28&expiry=1645523613011
https://19.newsdaum.com/,번외수사 5화,https://lb.loadfast1.com/storage-6/a6733e052bf0fdf319a3e159c350e6ca/EP.5.720p.mp4?mac=8eK%2FnwnYkTMDTPnDB1LrS1oY1gzVumTDn8PgxKxzal4%3D&vip=1.247.139.28&expiry=1645523635075
https://19.newsdaum.com/,엉클 1화,https://celia.evosrv.com/EvoSrv/G1t4sH60EG6e8SmtLr3N.mp4?md5=u6QxTajnKQkRDPcU6AQfBA&expires=1645528457
https://19.newsdaum.com/,엉클 2화,https://luna.evosrv.com/EvoSrv/B1TuCXwVibYOcp2nJDCa.mp4?md5=i1f8x52U05isZ2lDjePeZg&expires=1645528466
https://19.newsdaum.com/,엉클 3화,https://snow.evosrv.com/EvoSrv/Jlw5zsvXdGVZTeguC7Jg.mp4?md5=jgbHXGpAzAmnTnICMjPvlA&expires=1645528476
https://19.newsdaum.com/,엉클 4화,https://luma.evosrv.com/EvoSrv/JNF7EpqiLYtIJAkYsrNu.mp4?md5=lNj4l5LEty9H-EQnCP_k0Q&expires=1645528484
https://19.newsdaum.com/,엉클 5화,https://lia.evosrv.com/EvoSrv/76kA8dAljqdzx0VUTPxS.mp4?md5=H4T2XZb_g3XryFJ2fvpRLw&expires=1645528493
https://19.newsdaum.com/,특송,https://ciera.evosrv.com/EvoStreams/DH9Z43BzCdCqYsucrJuN.mp4.mp4?md5=CtoBXY4j7dtVjXwhZDjtuQ&expires=1645528507
https://19.newsdaum.com/,특송,https://h342j.dood.video/u5kj6fsx4xglsdgge5muknabixunjr2prpwyg4jxysdjwyx6ylqw7rbvstqq/k9zwcs1wgo~FqWHjyBbJb?token=zda79txftsrnhm9coh39up2m&expiry=1645516518258
https://19.newsdaum.com/,유체이탈자,https://ciera.evosrv.com/EvoStreams/TC9qEKxSbddaUXRajtn2.mp4.mp4?md5=HQRBRfcRHxZSsMlUF_8eZA&expires=1645528559
https://19.newsdaum.com/,유체이탈자,https://ciera.evosrv.com/EvoStreams/TC9qEKxSbddaUXRajtn2.mp4.mp4?md5=i0AnqF87fWCqAINGdbVXFA&expires=1645528622
https://19.newsdaum.com/,발신제한,https://celia.evosrv.com/EvoStreams/43MegmlZAYdL47IUORE4.mp4.mp4?md5=rnLIUlOHEgHGN7TVFL8_kg&expires=1645528711
